vin_label,failed,week,fleet_rank_pct,metric
VIN9_NF_SM,false,2024-05-20T00:00:00.000000,0.34210526315789475,vsi_drive_std
VIN10_NF_SM,false,2024-05-27T00:00:00.000000,0.6590909090909091,vsi_drive_std
VIN11_F_SM,true,2024-05-27T00:00:00.000000,0.1590909090909091,vsi_drive_std
VIN11_NF_SM,false,2024-05-27T00:00:00.000000,0.75,vsi_drive_std
VIN12_NF_SM,false,2024-05-27T00:00:00.000000,0.7045454545454546,vsi_drive_std
VIN13_NF_SM,false,2024-05-27T00:00:00.000000,0.9318181818181818,vsi_drive_std
VIN14_NF_SM,false,2024-05-27T00:00:00.000000,0.5227272727272727,vsi_drive_std
VIN15_NF_SM,false,2024-05-27T00:00:00.000000,0.11363636363636363,vsi_drive_std
VIN16_NF_SM,false,2024-05-27T00:00:00.000000,0.29545454545454547,vsi_drive_std
VIN18_NF_SM,false,2024-05-27T00:00:00.000000,0.8863636363636364,vsi_drive_std
VIN19_NF_SM,false,2024-05-27T00:00:00.000000,0.38636363636363635,vsi_drive_std
VIN20_NF_SM,false,2024-05-27T00:00:00.000000,0.8409090909090909,vsi_drive_std
VIN2_NF_SM,false,2024-05-27T00:00:00.000000,0.022727272727272728,vsi_drive_std
VIN3_NF_SM,false,2024-05-27T00:00:00.000000,0.4318181818181818,vsi_drive_std
VIN4_NF_SM,false,2024-05-27T00:00:00.000000,0.25,vsi_drive_std
VIN5_F_SM,true,2024-05-27T00:00:00.000000,0.4772727272727273,vsi_drive_std
VIN5_NF_SM,false,2024-05-27T00:00:00.000000,0.6136363636363636,vsi_drive_std
VIN6_NF_SM,false,2024-05-27T00:00:00.000000,0.3409090909090909,vsi_drive_std
VIN7_F_SM,true,2024-05-27T00:00:00.000000,0.06818181818181818,vsi_drive_std
VIN7_NF_SM,false,2024-05-27T00:00:00.000000,0.9772727272727273,vsi_drive_std
VIN8_NF_SM,false,2024-05-27T00:00:00.000000,0.20454545454545456,vsi_drive_std
VIN9_F_SM,true,2024-05-27T00:00:00.000000,0.7954545454545454,vsi_drive_std
VIN9_NF_SM,false,2024-05-27T00:00:00.000000,0.5681818181818182,vsi_drive_std
VIN10_NF_SM,false,2024-06-03T00:00:00.000000,0.9285714285714286,vsi_drive_std
VIN11_F_SM,true,2024-06-03T00:00:00.000000,0.35714285714285715,vsi_drive_std
VIN11_NF_SM,false,2024-06-03T00:00:00.000000,0.8333333333333334,vsi_drive_std
VIN12_NF_SM,false,2024-06-03T00:00:00.000000,0.6904761904761905,vsi_drive_std
VIN13_NF_SM,false,2024-06-03T00:00:00.000000,0.9761904761904762,vsi_drive_std
VIN14_NF_SM,false,2024-06-03T00:00:00.000000,0.5476190476190477,vsi_drive_std
VIN15_NF_SM,false,2024-06-03T00:00:00.000000,0.21428571428571427,vsi_drive_std
VIN18_NF_SM,false,2024-06-03T00:00:00.000000,0.5,vsi_drive_std
VIN19_NF_SM,false,2024-06-03T00:00:00.000000,0.16666666666666666,vsi_drive_std
VIN20_NF_SM,false,2024-06-03T00:00:00.000000,0.7857142857142857,vsi_drive_std
VIN2_NF_SM,false,2024-06-03T00:00:00.000000,0.11904761904761904,vsi_drive_std
VIN3_NF_SM,false,2024-06-03T00:00:00.000000,0.6428571428571429,vsi_drive_std
VIN4_NF_SM,false,2024-06-03T00:00:00.000000,0.023809523809523808,vsi_drive_std
VIN5_F_SM,true,2024-06-03T00:00:00.000000,0.40476190476190477,vsi_drive_std
VIN5_NF_SM,false,2024-06-03T00:00:00.000000,0.4523809523809524,vsi_drive_std
VIN6_NF_SM,false,2024-06-03T00:00:00.000000,0.2619047619047619,vsi_drive_std
VIN7_F_SM,true,2024-06-03T00:00:00.000000,0.5952380952380952,vsi_drive_std
VIN7_NF_SM,false,2024-06-03T00:00:00.000000,0.8809523809523809,vsi_drive_std
VIN8_NF_SM,false,2024-06-03T00:00:00.000000,0.30952380952380953,vsi_drive_std
VIN9_F_SM,true,2024-06-03T00:00:00.000000,0.7380952380952381,vsi_drive_std
